,acumulado,dataApuracao,dataProximoConcurso,dezenasSorteadasOrdemSorteio,indicadorConcursoEspecial,listaDezenas,listaMunicipioUFGanhadores,listaRateioPremio,listaResultadoEquipeEsportiva,localSorteio,nomeMunicipioUFSorteio,numero,numeroConcursoAnterior,numeroConcursoFinal_0_5,numeroConcursoProximo,numeroJogo,observacao,premiacaoContingencia,tipoJogo,tipoPublicacao,ultimoConcurso,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso,valorSaldoReservaGarantidora,valorTotalPremioFaixaUm,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6
0,False,21/07/2001,,"['11', '05', '47', '31', '53', '38']",1,"['05', '11', '31', '38', '47', '53']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 22414093.5}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 188, 'valorPremio': 13574.18}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 12864, 'valorPremio': 197.63}]",,Caminhão da Sorte,"Pitanga, PR",281,280,285,282,2,"Estimativa prêmio próximo concurso (sena)R$1.000.000,00",,MEGA_SENA,3,True,0.0,3761795.94,0.0,0.0,0.0,0.0,0.0,05,11,31,38,47,53
0,False,28/07/2001,01/08/2001,"['33', '24', '36', '09', '14', '23']",1,"['09', '14', '23', '24', '33', '36']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RJ'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 958878.82}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 76, 'valorPremio': 10514.03}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6064, 'valorPremio': 131.27}]",,Caminhão da Sorte,"Porto Ferreira, SP",282,281,285,283,2,Estimativa prêmio próximo concurso (sena): R$ 800 MIL.,,MEGA_SENA,3,True,0.0,4401048.5,0.0,0.0,0.0,0.0,0.0,09,14,23,24,33,36
0,False,01/08/2001,04/08/2001,"['48', '34', '28', '54', '25', '42']",1,"['25', '28', '34', '42', '48', '54']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 367173.22}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 36, 'valorPremio': 8499.38}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2126, 'valorPremio': 143.38}]",,Caminhão da Sorte,"Piracicaba, SP",283,282,285,284,2,"Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00",,MEGA_SENA,3,True,0.0,4645830.65,0.0,0.0,0.0,0.0,0.0,25,28,34,42,48,54
0,False,04/08/2001,08/08/2001,"['08', '36', '14', '32', '30', '07']",1,"['07', '08', '14', '30', '32', '36']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 901884.48}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 75, 'valorPremio': 10020.94}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5358, 'valorPremio': 139.74}]",,Caminhão da Sorte,"Itapira, SP",284,283,285,285,2,Estimativa prêmio próximo concurso (sena): R$500 MIL.,,MEGA_SENA,3,True,0.0,5247086.99,0.0,0.0,0.0,0.0,0.0,07,08,14,30,32,36
0,True,08/08/2001,11/08/2001,"['50', '56', '41', '12', '32', '37']",1,"['12', '32', '37', '41', '50', '56']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 17, 'valorPremio': 20875.96}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 1173, 'valorPremio': 301.41}]",,Caminhão da Sorte,"Betim, MG",285,284,290,286,2,"Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00.",,MEGA_SENA,3,True,0.0,5531000.09,0.0,425869.64,0.0,0.0,0.0,12,32,37,41,50,56
0,True,11/08/2001,15/08/2001,"['44', '37', '56', '29', '47', '35']",1,"['29', '35', '37', '44', '47', '56']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 59, 'valorPremio': 13743.96}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3739, 'valorPremio': 216.06}]",,Caminhão da Sorte,"Betim, MG",286,285,290,287,2,"Estimativa prêmio (SENA)próximo concurso:
 R$ 2.000.000,00.",,MEGA_SENA,3,True,0.0,6179714.97,0.0,1398941.94,0.0,0.0,0.0,29,35,37,44,47,56
0,False,15/08/2001,18/08/2001,"['60', '47', '03', '33', '25', '13']",1,"['03', '13', '25', '33', '47', '60']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'TO'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 1931474.8}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 110, 'valorPremio': 4034.34}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5633, 'valorPremio': 78.49}]",,Caminhão da Sorte,"Maringá, PR",287,286,290,288,2,Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.,,MEGA_SENA,3,True,0.0,6534736.88,0.0,0.0,0.0,0.0,0.0,03,13,25,33,47,60
0,True,18/08/2001,22/08/2001,"['50', '09', '18', '11', '06', '17']",1,"['06', '09', '11', '17', '18', '50']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 82, 'valorPremio': 8749.64}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4763, 'valorPremio': 150.07}]",,Caminhão da Sorte,"Maringá, PR",288,287,290,289,2,"Estimativa de prêmio para o próximo concurso: (sena) R$1.500.000,00",,MEGA_SENA,3,True,0.0,7108713.39,0.0,860964.72,0.0,0.0,0.0,06,09,11,17,18,50
0,True,22/08/2001,25/08/2001,"['36', '06', '30', '20', '07', '25']",1,"['06', '07', '20', '25', '30', '36']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 29, 'valorPremio': 13819.12}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2197, 'valorPremio': 181.72}]",,Caminhão da Sorte,"Matão, SP",289,288,290,290,2,Estimativa prêmio (sena) próximo concurso: R$10 MILHÕES.,,MEGA_SENA,3,True,0.0,7429316.98,0.0,1341870.11,0.0,0.0,0.0,06,07,20,25,30,36
0,True,25/08/2001,29/08/2001,"['57', '30', '07', '25', '40', '26']",1,"['07', '25', '26', '30', '40', '57']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 56, 'valorPremio': 20662.23}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4869, 'valorPremio': 236.75}]",,Caminhão da Sorte,"Matão, SP",290,289,295,291,2,"Estimativa prêmio(sena) próximo concurso: R$11.000.000,00",,MEGA_SENA,3,True,0.0,925667.61,0.0,10159688.47,0.0,0.0,0.0,07,25,26,30,40,57
0,True,29/08/2001,01/09/2001,"['22', '16', '05', '41', '18', '17']",1,"['05', '16', '17', '18', '22', '41']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 71, 'valorPremio': 11244.78}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4870, 'valorPremio': 163.32}]",,Caminhão da Sorte,"Pau dos Ferros, RN",291,290,295,292,2,Estimativa prêmio próximo concurso (sena): R$ 13 MILHÕES.,,MEGA_SENA,3,True,0.0,1564371.1,0.0,11117743.68,0.0,0.0,0.0,05,16,17,18,22,41
0,True,01/09/2001,05/09/2001,"['24', '34', '53', '45', '23', '13']",1,"['13', '23', '24', '34', '45', '53']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 116, 'valorPremio': 11313.3}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 8670, 'valorPremio': 150.8}]",,Caminhão da Sorte,"Pau dos Ferros, RN",292,291,295,293,2,"Estimativa premio (SENA)próximo concurso: R$ 14.000.000,00.",,MEGA_SENA,3,True,0.0,2614244.92,0.0,12692554.4,0.0,0.0,0.0,13,23,24,34,45,53
0,True,05/09/2001,08/09/2001,"['06', '12', '35', '05', '28', '07']",1,"['05', '06', '07', '12', '28', '35']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 167, 'valorPremio': 5817.88}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 10185, 'valorPremio': 95.03}]",,Caminhão da Sorte,"Feira de Santana, BA",293,292,295,294,2,"Estimativa prêmio próximo concurso: (SENA)
  R$16 MILHÕES.",,MEGA_SENA,3,True,0.0,3391513.35,0.0,13858457.03,0.0,0.0,0.0,05,06,07,12,28,35
0,False,08/09/2001,12/09/2001,"['28', '45', '41', '22', '57', '25']",1,"['22', '25', '28', '41', '45', '57']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'SP'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 2, 'valorPremio': 7696680.33}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 130, 'valorPremio': 9839.13}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 7434, 'valorPremio': 171.41}]",,Caminhão da Sorte,"Feira de Santana, BA",294,293,295,295,2,Estimativa prêmio próximo concurso: (SENA) R$600 MIL.,,MEGA_SENA,3,True,0.0,4414782.46,0.0,0.0,0.0,0.0,0.0,22,25,28,41,45,57
0,True,12/09/2001,15/09/2001,"['24', '44', '07', '31', '12', '50']",1,"['07', '12', '24', '31', '44', '50']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 36, 'valorPremio': 10242.27}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2055, 'valorPremio': 178.75}]",,Caminhão da Sorte,"Presidente Prudente, SP",295,294,300,296,2,"Estimativa prêmio (SENA) próximo concurso: R$1.500.000,00.",,MEGA_SENA,3,True,0.0,4709759.85,0.0,442466.08,0.0,0.0,0.0,07,12,24,31,44,50
0,True,15/09/2001,19/09/2001,"['20', '51', '42', '03', '52', '46']",1,"['03', '20', '42', '46', '51', '52']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 29, 'valorPremio': 26582.95}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2348, 'valorPremio': 327.09}]",,Caminhão da Sorte,"Presidente Prudente, SP",296,295,300,297,2,Estimativa prêmio (SENA) próximo concurso: R$2 MILHÕES.,,MEGA_SENA,3,True,0.0,5326484.27,0.0,1367552.68,0.0,0.0,0.0,03,20,42,46,51,52
0,True,19/09/2001,22/09/2001,"['20', '28', '41', '01', '33', '36']",1,"['01', '20', '28', '33', '36', '41']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 25, 'valorPremio': 19353.56}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 1920, 'valorPremio': 251.05}]",,Caminhão da Sorte,"Porto Alegre, RS",297,296,300,298,2,"ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$3.000.000,00.",,MEGA_SENA,3,True,0.0,5713555.45,0.0,1948159.43,0.0,0.0,0.0,01,20,28,33,36,41
0,False,22/09/2001,26/09/2001,"['22', '34', '24', '23', '05', '60']",1,"['05', '22', '23', '24', '34', '60']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 2994572.21}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 50, 'valorPremio': 17440.22}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4372, 'valorPremio': 198.71}]",,Caminhão da Sorte,"Porto Alegre, RS",298,297,300,299,2,"Estimativa de prêmio (sena) próximo concurso: R$500.000,00.",,MEGA_SENA,3,True,0.0,6411163.97,0.0,0.0,0.0,0.0,0.0,05,22,23,24,34,60
0,True,26/09/2001,29/09/2001,"['07', '05', '02', '53', '33', '49']",1,"['02', '05', '07', '33', '49', '53']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 33, 'valorPremio': 10538.82}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2049, 'valorPremio': 169.09}]",,Caminhão da Sorte,"Aquidauana, MS",299,298,300,300,2,Estimativa prêmio (SENA) próximo concurso: R$8 MILHÕES.,,MEGA_SENA,3,True,0.0,6689388.79,0.0,417337.23,0.0,0.0,0.0,02,05,07,33,49,53
0,True,29/09/2001,03/10/2001,"['27', '57', '41', '38', '28', '24']",1,"['24', '27', '28', '38', '41', '57']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 48, 'valorPremio': 22820.73}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4820, 'valorPremio': 226.4}]",,Caminhão da Sorte,"Campo Grande, MS",300,299,305,301,2,Estimativa prêmio (SENA) próximo concurso: R$10 MILHÕES.,,MEGA_SENA,3,True,0.0,876315.83,0.0,8421199.74,0.0,0.0,0.0,24,27,28,38,41,57
0,True,03/10/2001,06/10/2001,"['58', '26', '49', '57', '48', '09']",1,"['09', '26', '48', '49', '57', '58']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 28, 'valorPremio': 29571.34}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2892, 'valorPremio': 285.22}]",,Caminhão da Sorte,"Concórdia, SC",301,300,305,302,2,Estimativa prêmio próximo concurso (sena): R$ 11 MILHÕES.,,MEGA_SENA,3,True,0.0,1538713.96,0.0,9414796.91,0.0,0.0,0.0,09,26,48,49,57,58
0,True,06/10/2001,10/10/2001,"['25', '40', '12', '60', '30', '41']",1,"['12', '25', '30', '40', '41', '60']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 101, 'valorPremio': 13505.06}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 6361, 'valorPremio': 213.63}]",,Caminhão da Sorte,"Chapecó, SC",302,301,305,303,2,Estimativa prêmio (SENA) próximo concurso: R$12 MILHÕES.,,MEGA_SENA,3,True,0.0,2629922.29,0.0,11051609.38,0.0,0.0,0.0,12,25,30,40,41,60
0,False,10/10/2001,13/10/2001,"['07', '13', '30', '37', '47', '17']",1,"['07', '13', '17', '30', '37', '47']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'MS'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 12257748.27}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 215, 'valorPremio': 4674.95}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 12861, 'valorPremio': 77.86}]",,Caminhão da Sorte,"Blumenau, SC",303,302,305,304,2,Estimativa de prêmio próximo concurso R$ 900 MIL.,,MEGA_SENA,3,True,0.0,3434014.89,0.0,0.0,0.0,0.0,0.0,07,13,17,30,37,47
0,True,13/10/2001,17/10/2001,"['42', '07', '11', '34', '59', '41']",1,"['07', '11', '34', '41', '42', '59']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 58, 'valorPremio': 11050.1}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3274, 'valorPremio': 195.02}]",,Caminhão da Sorte,"Blumenau, SC",304,303,305,305,2,"Estimativa prêmio próximo concurso (sena): R$ 1.300.000,00.",,MEGA_SENA,3,True,0.0,3946739.58,0.0,769087.04,0.0,0.0,0.0,07,11,34,41,42,59
0,True,17/10/2001,20/10/2001,"['11', '05', '27', '60', '38', '53']",1,"['05', '11', '27', '38', '53', '60']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 47, 'valorPremio': 10013.62}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3770, 'valorPremio': 124.37}]",,Caminhão da Sorte,"Jaraguá do Sul, SC",305,304,310,306,2,"Estimativa prêmio (SENA) próximo concurso: R$2.300.000,00.",,MEGA_SENA,3,True,0.0,4323251.69,0.0,1333855.18,0.0,0.0,0.0,05,11,27,38,53,60
0,True,20/10/2001,24/10/2001,"['30', '19', '57', '41', '56', '47']",1,"['19', '30', '41', '47', '56', '57']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 28, 'valorPremio': 29736.18}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2294, 'valorPremio': 361.58}]",,Caminhão da Sorte,"Jaraguá do Sul, SC",306,305,310,307,2,Estimativa prêmio (SENA) próximo concurso: R$ 3 MILHÕES.,,MEGA_SENA,3,True,0.0,4989342.12,0.0,2332990.8,0.0,0.0,0.0,19,30,41,47,56,57
0,True,24/10/2001,27/10/2001,"['26', '17', '13', '41', '16', '44']",1,"['13', '16', '17', '26', '41', '44']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 44, 'valorPremio': 12632.8}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 3962, 'valorPremio': 139.76}]",,Caminhão da Sorte,"Manaus, AM",307,306,310,308,2,"Estimativa de prêmio próximo concurso (SENA): R$ 4.000.000,00.",,MEGA_SENA,3,True,0.0,5434016.73,0.0,3000002.7,0.0,0.0,0.0,13,16,17,26,41,44
0,False,27/10/2001,31/10/2001,"['55', '25', '04', '11', '29', '39']",1,"['04', '11', '25', '29', '39', '55']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RS'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 4138172.99}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 62, 'valorPremio': 15297.99}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5173, 'valorPremio': 182.67}]",,Caminhão da Sorte,"Manaus, AM",308,307,310,309,2,"Estimativa de prêmio (SENA) próximo concurso:R$ 500.000,00",,MEGA_SENA,3,True,0.0,6192796.94,0.0,0.0,0.0,0.0,0.0,04,11,25,29,39,55
0,False,31/10/2001,03/11/2001,"['39', '50', '25', '55', '11', '04']",1,"['04', '11', '25', '39', '50', '55']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'RS'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 442899.06}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 3001, 'valorPremio': 122.53}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2997, 'valorPremio': 122.69}]",,Caminhão da Sorte,"Juazeiro do Norte, CE",309,308,310,310,2,estimativa prêmio próximo concurso (sena): R$ 7 MILHÕES.,,MEGA_SENA,3,True,0.0,6488062.99,0.0,0.0,0.0,0.0,0.0,04,11,25,39,50,55
0,True,03/11/2001,07/11/2001,"['28', '14', '29', '02', '31', '32']",1,"['02', '14', '28', '29', '31', '32']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 81, 'valorPremio': 10544.47}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5093, 'valorPremio': 167.07}]",,Caminhão da Sorte,"Juazeiro do Norte, CE",310,309,315,311,2,"Estimativa de prêmio próximo concurso(SENA): R$ 9.000.000,00.",,MEGA_SENA,3,True,0.0,683281.29,0.0,7512984.9,0.0,0.0,0.0,02,14,28,29,31,32
0,True,07/11/2001,10/11/2001,"['32', '22', '24', '41', '30', '38']",1,"['22', '24', '30', '32', '38', '41']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 31, 'valorPremio': 25454.68}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 2871, 'valorPremio': 273.81}]",,Caminhão da Sorte,"Poços de Caldas, MG",311,310,315,312,2,Estimativa prêmio (SENA) próximo concurso: R$ 10 MILHÕES.,,MEGA_SENA,3,True,0.0,1314557.33,0.0,8459898.95,0.0,0.0,0.0,22,24,30,32,38,41
0,True,10/11/2001,14/11/2001,"['14', '30', '50', '41', '47', '23']",1,"['14', '23', '30', '41', '47', '50']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 76, 'valorPremio': 15889.75}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4985, 'valorPremio': 241.33}]",,Caminhão da Sorte,"Poços de Caldas, MG",312,311,315,313,2,Estimativa prêmio (SENA) próximo concurso: R$ 11 MILHÕES.,,MEGA_SENA,3,True,0.0,2280654.02,0.0,9909043.97,0.0,0.0,0.0,14,23,30,41,47,50
0,True,14/11/2001,17/11/2001,"['14', '38', '53', '24', '16', '37']",1,"['14', '16', '24', '37', '38', '53']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 61, 'valorPremio': 15665.21}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5547, 'valorPremio': 171.62}]",,Caminhão da Sorte,"Sobral, CE",313,312,315,314,2,"Estimativa prêmio(sena)próximo concurso: R$12.000.000,00.",,MEGA_SENA,3,True,0.0,3045116.28,0.0,11055737.35,0.0,0.0,0.0,14,16,24,37,38,53
0,True,17/11/2001,21/11/2001,"['05', '32', '40', '58', '37', '34']",1,"['05', '32', '34', '37', '40', '58']",[],"[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 0, 'valorPremio': 0.0}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 93, 'valorPremio': 12287.32}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 5542, 'valorPremio': 205.42}]",,Caminhão da Sorte,"Sobral, CE",314,313,315,315,2,"Estimativa prêmio (sena) próximo concurso: R$14.000.000,00.",,MEGA_SENA,3,True,0.0,3959292.82,0.0,12427002.17,0.0,0.0,0.0,05,32,34,37,40,58
0,False,21/11/2001,24/11/2001,"['50', '21', '43', '12', '28', '22']",1,"['12', '21', '22', '28', '43', '50']","[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'posicao': 1, 'serie': '', 'uf': 'PR'}]","[{'descricaoFaixa': '6 acertos', 'faixa': 1, 'numeroDeGanhadores': 1, 'valorPremio': 13675105.67}, {'descricaoFaixa': '5 acertos', 'faixa': 2, 'numeroDeGanhadores': 43, 'valorPremio': 24188.06}, {'descricaoFaixa': '4 acertos', 'faixa': 3, 'numeroDeGanhadores': 4598, 'valorPremio': 225.35}]",,Caminhão da Sorte,"Dois Vizinhos, PR",315,314,320,316,2,"Estimativa de prêmio (SENA) próximo concurso: R$ 700.000,00.",,MEGA_SENA,3,True,0.0,4791361.83,0.0,0.0,0.0,0.0,0.0,12,21,22,28,43,50
